"source","file","name_ncsa","name_rfars","label","Definition","Additional Information","value","value_label","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"23850","GMC Motor Home","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"23870","GMC Medium/Heavy Van-Based Vehicle","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"23880","GMC Medium/Heavy Pickup (pickup-style only - over 10,000 lbs","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"23881","GMC Medium/Heavy - CBE","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"23882","GMC Medium/Heavy - COE low entry","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"23883","GMC Medium/Heavy - COE high entry","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"23884","GMC Medium/Heavy - Unknown engine location","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"23890","GMC Medium/Heavy - COE entry position unknown","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"23898","GMC Other (medium/heavy truck)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"23981","GMC Bus**: Conventional (Engine out front)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"23988","GMC Other (bus)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"23989","GMC Unknown (bus)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"23998","GMC Other (vehicle)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"23999","GMC Unknown (GMC)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"24001","Saturn SL","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"24002","Saturn SC","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"24003","Saturn SW","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"24004","Saturn EV1/EGV1*","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"24005","Saturn LS","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"24006","Saturn LW","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"24007","Saturn Ion","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"24008","Saturn Sky","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"24009","Saturn Aura","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"24010","Saturn Outlook","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"24011","Saturn Astra","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"24398","Saturn Other (automobile)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"24399","Saturn Unknown (automobile)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"24401","Saturn Vue","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"24441","Saturn Relay","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"24499","Saturn Unknown (Light truck)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"24999","Saturn Unknown (SATURN)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"25401","Grumman LLV","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"25441","Grumman Step-in van","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"25498","Grumman Other (light truck)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"25499","Grumman Unknown (light truck)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"25881","Grumman Medium/Heavy - CBE","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"25882","Grumman Medium/Heavy - COE low entry","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"25883","Grumman Medium/Heavy - COE high entry","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"25884","Grumman Medium/Heavy - engine location unknown","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"25890","Grumman Medium/Heavy - entry position unknown","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"25898","Grumman Other (Medium/Heavy truck)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"25983","Grumman Bus: Flat front, rear engine","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"25988","Grumman Other (bus)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"25989","Grumman Unknown (bus)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"25999","Grumman Unknown (GRUMMAN/ GRUMMAN-OLSON)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"26001","Coda Coda","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"26398","Coda Other (automobile)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"26399","Coda Unknown (automobile)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"29001","Other Domestic Manufacturers Studabaker/Avanti","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"29002","Other Domestic Manufacturers Checker","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"29003","Other Domestic Manufacturers Panoz","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"29004","Other Domestic Manufacturers Saleen","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"29005","Other Domestic Manufacturers Tesla","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"29398","Other Domestic Manufacturers Other (automobile)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"29399","Other Domestic Manufacturers Unknown Make","1","1","1","1","1",NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"30031","Volkswagen Karmann Ghia","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"30032","Volkswagen Beetle 1300/1500","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"30033","Volkswagen Super Beetle","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"30034","Volkswagen 411/412","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"30035","Volkswagen Squareback/Fastback","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"30036","Volkswagen Rabbit","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"30037","Volkswagen Dasher","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"30038","Volkswagen Scirocco","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"30040","Volkswagen Jetta/Jetta SportsWagen","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"30041","Volkswagen Quantum","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"30042","Volkswagen Golf/Cabriolet/Cabrio/GTI","1","1",NA,NA,NA,NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"30043","Volkswagen Rabbit Pickup","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"30044","Volkswagen Fox","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"30045","Volkswagen Corrado","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"30046","Volkswagen Passat (CC - 2008 thru 2011; see 052 for 2012 on)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"30047","Volkswagen New Beetle","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"30048","Volkswagen Phaeton","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"30051","Volkswagen Eos","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"30052","Volkswagen CC (For 2012 on. See model 046 for 2008-2011.)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"30398","Volkswagen Other (automobile)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"30399","Volkswagen Unknown (automobile)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"30401","Volkswagen The Thing (181)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"30402","Volkswagen Tiguan","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"30421","Volkswagen Touareg/Tourareg 2","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"30441","Volkswagen Vanagon/Camper","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"30442","Volkswagen Eurovan","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"30443","Volkswagen Routan","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"30498","Volkswagen Other (light truck)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"30499","Volkswagen Unknown (light truck)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"30998","Volkswagen Other (vehicle)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"30999","Volkswagen Unknown","1","1",NA,NA,NA,NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"31031","Alfa Romeo Spider (Spyder)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"31032","Alfa Romeo Sports Sedan","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"31033","Alfa Romeo Sprint/Special","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"31034","Alfa Romeo GTV-6","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"31035","Alfa Romeo 164 (Alpha 164)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"31036","Alfa Romeo 4c","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"31037","Alfa Romeo Giulia","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"31398","Alfa Romeo Other (automobile)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"31399","Alfa Romeo Unknown (automobile)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"32031","Audi Super 90","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"32032","Audi 100","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"32033","Audi Fox","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"32034","Audi 4000","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"32035","Audi 5000","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"32036","Audi 80/90","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"32037","Audi 200","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"32038","Audi V-8 Quattro","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"32039","Audi Coupe Quattro","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"32040","Audi S4 (1992-1994; 2000-2011 only. See model 055 for 2012 on)/S6 (1992-1994; 2000-2011 only.  See model 056 for 2013 on.)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"32041","Audi Cabriolet (1994-1998)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"32042","Audi A6","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"32043","Audi A4","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"32044","Audi A8","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"32045","Audi TT/TTS","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"32046","Audi S8","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"32047","Audi Allroad (2001-05 only.  See 403 for 2013 on)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"32048","Audi A3","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"32049","Audi A5","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"32050","Audi R8","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"32051","Audi A7","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"32052","Audi S5","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"32054","Audi RS5","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"32055","Audi S4 (2012 on only.  See model 040 for 1992-1994; 2000-2011)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"32056","Audi S6 (2013 on.  See model 040 for 1992-1994; 2000-2011)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"32057","Audi S7","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"32058","Audi RS7","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"32059","Audi S3","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"32398","Audi Other (automobile)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"32399","Audi Unknown (automobile)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"32401","Audi Q7","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"32402","Audi Q5","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"32403","Audi Allroad(2013 on)","1","1",NA,NA,NA,NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"32404","Audi SQ5","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"32405","Audi Q3","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"32499","Audi Unknown (light truck)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"32999","Audi Unknown (AUDI)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"33031","Austin/Austin Healey Marina","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"33032","Austin/Austin Healey America","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"33033","Austin/Austin Healey Healey Sprite","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"33034","Austin/Austin Healey Healey 100/3000","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"33035","Austin/Austin Healey Mini/Mini Cooper/Mini Moke","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"33398","Austin/Austin Healey Other (automobile)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"33399","Austin/Austin Healey Unknown (automobile)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"34031","BMW 1600, 1800, 2000,2002","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"34032","BMW Coupe (before 1975)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"34033","BMW Bavarian Sedan","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"34034","BMW 3-series","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"34035","BMW 5-series","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"34036","BMW 6-series","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"34037","BMW 7-series","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"34038","BMW 8-series","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"34039","BMW Z3","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"34040","BMW Z8","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"34041","BMW V5","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"34042","BMW Z4","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"34043","BMW 1-Series","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"34044","BMW X6","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"34045","BMW i3","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"34046","BMW i8","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"34047","BMW 4-Series","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"34048","BMW 2-Series","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"34049","BMW X4","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"34398","BMW Other (automobile)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"34399","BMW Unknown (automobile)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"34401","BMW X5","1","1",NA,NA,NA,NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"34402","BMW X3","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"34403","BMW X1","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"34499","BMW Unknown (light truck)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"34703","BMW 125-349cc","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"34705","BMW 450-749cc","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"34706","BMW 750cc and over","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"34709","BMW Unknown cc","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"34999","BMW Unknown (BMW)","1","1","1","1","1","1",NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"35031","Datsun/Nissan F-10","1","1","1","1","1",NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"35032","Datsun/Nissan 200SX/240SX","1","1","1","1","1",NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"35033","Datsun/Nissan 210/1200/B210","1","1","1","1","1",NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"35034","Datsun/Nissan Z-car, ZX","1","1","1","1","1",NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"35035","Datsun/Nissan 310","1","1","1","1","1",NA,NA,NA,NA,NA
"FARS","vehicle","MAK_MOD","mak_mod","Make Model Combined",NA,NA,"35036","Datsun/Nissan 510","1","1","1","1","1",NA,NA,NA,NA,NA
